VUIDNO,PCTCOD,PCTSPT,EDRDAT,GENDER,LSTNAM,FSTNAM,MIDNAM,BLKNUM,STRPRE,STRNAM,STRTYP,UNITYP,UNITNO,RSCITY,RZIPCD,SUSIND,G20VOTED,P22VOTED,G22VOTED,P24VOTED,P24PARTY,G24VOTED,P26VOTED,P26PARTY
1025985291,242,C,20201212,F,Wilson,Lisa,E,6676,S,Hillside,PL,,,Del Valle,78617,,Y,Y,Y,Y,Rep,,,
1008975857,242,D,20101004,M,Wright,Samuel,E,313,S,Steck,AVE,STE,5A,Del Valle,78617,,,Y,,,,,,
1064547528,243,B,20230915,M,Garcia,Jacob,Dean,2510,,Braker,PKWY,,,Leander,78641,,Y,Y,,,,Y,Y,Dem
1031522513,244,C,20240806,M,Kim,David,L,1500,E,Anderson,AVE,,,Cedar Park,78613,,Y,,Y,,,Y,Y,Dem
1020489087,244,B,20170325,F,Powell,Elizabeth,Lee,7000,,Cedar,WAY,APT,22B,Round Rock,78665,,Y,Y,Y,,,Y,,
1004795393,244,A,20090209,F,Powell,Olivia,L,2900,,Koenig,RD,,,Austin,78723,,Y,Y,Y,,,Y,Y,Lib
1007267374,244,A,20110724,M,Ramos,Adam,L,6100,,Pecan,TRL,,,Leander,78641,,,Y,Y,Y,Lib,Y,,
1018665245,244,,20200922,F,Simmons,Jessica,M,900,N,Guadalupe,CT,APT,6A,Manor,78653,,Y,,,Y,Dem,Y,Y,Rep
1003343322,244,,20250425,M,Williams,Daniel,Lee,1147,W,Anderson,TRL,,,Buda,78610,,Y,,,,,Y,Y,Dem
1005899193,245,C,20100318,F,Flores,Fatima,Jean,5329,,Elm,BLVD,,,Pflugerville,78660,,Y,,Y,Y,Dem,Y,,
1007415184,245,D,20230509,M,Johnson,Eric,Grace,5929,,Howard,LN,,,Austin,78753,,Y,,Y,,,Y,,
1051444177,245,,20221212,F,King,Isabella,E,1621,W,Red River,CIR,,,Austin,78749,,Y,Y,,Y,,,Y,Dem
1096942277,245,B,20110516,M,Washington,Matthew,A,4300,E,San Jacinto,PL,APT,29B,Pflugerville,78660,,,Y,,Y,Rep,Y,Y,Dem
1022709511,246,A,20090527,F,Bailey,Priya,A,8500,S,Nueces,TRL,UNIT,440,Cedar Park,78613,,Y,Y,Y,,,Y,,
1095215894,246,A,20190427,F,Ramirez,Michelle,,7888,,Elm,CIR,,,Austin,78705,,Y,Y,,,,Y,,
1069542913,247,D,20190325,F,Campbell,Amy,J,9879,,Cameron,WAY,,,Leander,78645,,,Y,,,,Y,Y,Lib
1021884580,247,A,20110111,M,Johnson,Omar,R,6800,E,Metric,CIR,#,B2,Leander,78645,,Y,Y,,,,,,
1020680833,247,D,20190507,F,Ward,Fatima,A,3082,,Duval,ST,,,Pflugerville,78660,,,Y,Y,,,,,
1085898027,247,D,20161202,M,Wood,Patrick,,9173,E,Pecan,TRL,,,Pflugerville,78660,,,Y,,,,,,
1097574922,248,,20231116,M,Anderson,Raymond,L,4644,W,Palmer,WAY,,,Cedar Park,78613,,,Y,,,,,Y,Dem
1009092246,248,B,20161218,F,Butler,Barbara,Rose,200,,Duval,LN,APT,21B,Del Valle,78617,,,Y,,Y,Dem,,,
1084803010,248,C,20240819,M,Patterson,David,A,3200,N,Sycamore,WAY,#,71,Austin,78759,,Y,,,Y,Rep,Y,Y,Dem
1016488543,248,,20210420,M,Rivera,Christopher,Paul,4207,E,Oak,WAY,STE,D6,Del Valle,78617,,Y,,Y,,,Y,Y,Dem
1098852770,248,,20090828,F,Thompson,Mary,Ann,9300,N,Airport,WAY,APT,180,Del Valle,78617,,Y,,,Y,Rep,,Y,Dem
1022957756,250,A,20131018,M,Brooks,Kevin,,2199,S,Convict Hill,BLVD,,,Buda,78610,,,,,,,Y,,
1023066034,250,C,20080506,F,Jenkins,Rebecca,E,9295,,Brodie,AVE,,,Manor,78653,,Y,Y,,,,,Y,Rep
1008344331,251,,20190804,M,Okafor,Robert,,6026,E,Pinewood,CT,,,Manor,78653,,,,Y,,,,Y,Dem
1015496251,252,B,20210516,M,Ramirez,Omar,A,1600,,Dessau,RD,,,Round Rock,78665,S,Y,,Y,,,,Y,Lib
1048529403,253,D,20180526,F,Abbott,Sofia,R,7347,,Elm,DR,,,Del Valle,78617,,,Y,Y,Y,Lib,,Y,Dem
1027991413,253,B,20140413,M,Alexander,Matthew,Ann,4700,,McNeil,RD,,,Cedar Park,78613,,Y,Y,,Y,Dem,Y,,
1086063275,253,D,20150610,F,Kim,Melissa,Ann,6191,,Elm,PL,,,Del Valle,78617,,,,Y,,,Y,Y,Dem
1063343566,253,C,20250303,M,Lee,James,L,400,,Magnolia,DR,STE,E12,Round Rock,78665,,Y,Y,,Y,Rep,Y,,
1010223969,253,A,20241101,M,Mitchell,Adam,Paul,8000,E,Steck,DR,UNIT,159,Round Rock,78664,,Y,Y,Y,,,,Y,Rep
1025946375,254,B,20170815,F,Adams,Lisa,Dean,6300,W,Nueces,PL,,,Del Valle,78617,,,Y,Y,,,Y,Y,
1059457997,254,A,20121013,F,Bailey,Jessica,Marie,9719,W,Dessau,CIR,,,Round Rock,78664,S,,,Y,Y,Dem,Y,Y,
1097213966,254,A,20201103,F,Campbell,Margaret,Grace,9355,W,Sycamore,PKWY,STE,3B,Del Valle,78617,,Y,Y,,,,,Y,Dem
1015915152,254,D,20110608,F,Gomez,Barbara,Paul,9203,S,Oltorf,WAY,#,A10,Austin,78722,,Y,,Y,,,Y,,
1057015993,254,A,20100424,M,Young,Jacob,Paul,1700,E,Parmer,BLVD,,,Round Rock,78681,,,,,,,,Y,Rep
1055649549,255,A,20090318,M,Cooper,Eric,Grace,3800,W,Oak,CIR,#,D7,Del Valle,78617,,,,Y,,,,Y,Dem
1071808462,255,D,20130722,F,Cooper,Sarah,,8700,,Cedar,AVE,,,Del Valle,78617,,,Y,Y,Y,Dem,,,
1046460778,255,D,20131221,F,Gonzalez,Rebecca,M,7428,S,Speedway,RD,,,Buda,78610,,Y,Y,Y,,,Y,,
1051715551,255,,20170823,F,Hayes,Grace,Kay,3679,N,Barton Springs,PL,APT,29B,Buda,78610,,Y,Y,Y,,,Y,Y,Rep
1035694213,255,A,20130225,F,Peterson,Kathleen,M,9436,E,William Cannon,TRL,APT,14,Cedar Park,78613,,,,Y,Y,Dem,,Y,Dem
1090580518,255,D,20250515,M,White,William,Marie,4000,,Ben White,DR,,,Del Valle,78617,,,Y,Y,Y,Dem,Y,,
1005263452,256,,20140507,F,Clark,Sandra,Lee,2435,,Koenig,LN,,,Del Valle,78617,S,Y,,,,,Y,Y,Rep
1049775883,257,B,20200923,M,Moore,Mark,Kay,4777,,Guadalupe,WAY,APT,38A,Del Valle,78617,,,Y,,Y,Lib,Y,Y,Rep
1002622568,257,,20160501,F,Okafor,Ana,,200,,Sycamore,BLVD,,,Del Valle,78617,,Y,,Y,Y,Dem,Y,,
1012957603,258,D,20200903,F,Cox,Amanda,Marie,700,E,Sycamore,AVE,,,Round Rock,78664,,Y,,Y,Y,Dem,Y,Y,Dem
1083310954,258,,20160621,M,King,Juan,R,4100,,San Jacinto,RD,,,Austin,78727,,Y,Y,,Y,Rep,,,
1004302563,258,C,20130925,M,Walker,James,Paul,5129,N,Gattis School,TRL,,,Del Valle,78617,,,Y,Y,,,Y,Y,Rep
1067755699,258,C,20141104,F,Young,Nancy,Lee,7479,,Live Oak,PKWY,,,Manor,78653,,,Y,Y,,,,Y,Rep
1075899749,259,C,20171216,M,Patterson,Raymond,Paul,7308,,Oak,CT,,,Manor,78653,,Y,,Y,Y,Rep,Y,Y,
1024894115,259,,20230509,M,Peterson,Richard,Jean,8210,,Convict Hill,PKWY,STE,B11,Buda,78610,,,,,Y,Dem,Y,,
1023805748,260,,20191009,F,Green,Priya,Dean,5800,,Riverside,CIR,,,Pflugerville,78660,,Y,,Y,Y,Dem,Y,Y,
1074626715,260,A,20150824,M,Rivera,Patrick,,3700,S,Steck,PKWY,,,Buda,78610,,,,,Y,Lib,,Y,Dem
1035817695,260,B,20200327,M,Walker,Wei,,5306,,Braker,WAY,,,Round Rock,78664,,Y,Y,Y,Y,,Y,Y,Rep
1019746961,261,C,20190423,F,Barnes,Sarah,Jean,8619,,Lakeview,RD,,,Leander,78645,,,Y,Y,Y,Rep,Y,,
1003280910,261,B,20250411,F,Murphy,Sarah,Paul,3940,S,University,RD,APT,11A,Round Rock,78664,,,Y,,,,Y,Y,Lib
1070782868,261,A,20231220,F,Okafor,Jessica,A,4757,S,Parmer,LN,,,Pflugerville,78660,,Y,,Y,Y,Dem,,Y,Dem
1048920554,261,A,20190727,F,Robinson,Cynthia,,2728,,Metric,ST,,,Austin,78749,,,,,Y,,Y,,
1027313699,261,A,20191102,M,Young,Patrick,Marie,8466,N,McNeil,RD,,,Austin,78748,,Y,Y,,Y,Dem,Y,,
1051375617,262,B,20130423,F,Bailey,Fatima,Ray,2921,,Red River,PKWY,,,Austin,78751,,,Y,Y,Y,,Y,Y,Lib
1083227711,262,C,20080502,F,Carter,Carmen,R,6559,,Anderson,ST,,,Buda,78610,,Y,Y,Y,,,Y,Y,
1056166661,262,A,20190426,M,Diaz,Aaron,Lee,1900,,Braker,TRL,,,Cedar Park,78613,,,,,,,,Y,
1010185340,262,A,20140520,M,Powell,Sean,Lee,9000,N,Slaughter,CT,,,Cedar Park,78613,,Y,,Y,,,,Y,
1045282203,262,A,20150520,F,Ramos,Amanda,Dean,4300,,Speedway,CIR,#,300,Del Valle,78617,,Y,Y,,Y,Dem,Y,,
1082368673,262,A,20200319,F,Robinson,Angela,,1200,E,Hillside,WAY,,,Manor,78653,,Y,Y,Y,,,Y,Y,Lib
1038252259,263,A,20170921,F,Anderson,Nancy,Kay,8821,N,Convict Hill,BLVD,,,Round Rock,78681,,Y,Y,,Y,Dem,Y,Y,Dem
1051130503,263,,20241114,M,Bennett,Michael,M,6100,,Congress,CT,,,Leander,78641,,,,,Y,Rep,,,
1060061832,263,B,20130718,M,Tran,Juan,Kay,8500,E,Bee Cave,TRL,,,Austin,78705,,Y,,,Y,Dem,,Y,Dem
1093175723,264,,20130116,F,Campbell,Rosa,,2700,,Elm,ST,STE,40A,Cedar Park,78613,,Y,,Y,,,,,
1023964040,264,A,20140617,M,Richardson,Patrick,E,2542,,Oltorf,PL,,,Leander,78641,,Y,Y,Y,Y,Dem,Y,Y,Dem
1010423482,265,C,20180526,F,Hernandez,Deborah,,2600,,Congress,TRL,,,Pflugerville,78660,,Y,,Y,Y,Rep,Y,,
1077812925,265,D,20131217,F,Perez,Priya,Lee,2300,E,Convict Hill,LN,STE,40B,Pflugerville,78660,,Y,Y,Y,Y,Rep,,Y,Rep
1050406503,265,A,20150308,F,Ramos,Betty,Dean,5114,,Pinewood,RD,,,Austin,78731,,,,Y,Y,Rep,Y,,
1061840167,265,C,20210118,M,Tran,Carlos,R,2500,,Parmer,PKWY,,,Pflugerville,78660,,Y,,,,,,,
1090632348,265,A,20081002,M,Wright,Joseph,Paul,6200,S,Congress,AVE,,,Manor,78653,,,Y,Y,Y,,,,
1076775849,266,B,20150128,F,Kim,Lisa,Kay,8900,E,Pinewood,BLVD,,,Del Valle,78617,,,,Y,Y,Dem,,,
1001554052,266,C,20120801,F,Reyes,Betty,Rose,2400,N,Jollyville,CT,#,D8,Buda,78610,,,Y,,Y,,,Y,Dem
1035282691,266,A,20080507,M,Torres,Sean,,1275,,Duval,CT,,,Leander,78645,,,Y,Y,Y,,,,
1090786409,267,B,20120205,F,Adams,Isabella,Ann,9206,,Live Oak,AVE,,,Austin,78727,,Y,Y,,Y,Dem,Y,,
1042343886,267,D,20110610,F,Coleman,Patricia,,683,,Brodie,RD,UNIT,E1,Manor,78653,,Y,Y,,,,,,
1054133963,267,D,20241103,F,Lee,Patricia,L,9031,,Manor,BLVD,,,Buda,78610,,Y,,Y,Y,Rep,,Y,
1094877218,268,B,20130413,F,Abbott,Susan,Ann,100,,Ridgeline,PL,,,Pflugerville,78660,,,Y,Y,,,Y,,
1045436834,268,,20130626,M,Hayes,Ethan,Grace,5200,,Cameron,CT,,,Del Valle,78617,,Y,Y,Y,Y,Rep,,,
1055097959,268,,20250712,M,Smith,Henry,Ray,2827,N,Dessau,CIR,,,Manor,78653,,Y,Y,,,,,,
1092156584,269,D,20080228,M,Watson,Daniel,Ann,8100,S,Maple,CT,UNIT,16A,Del Valle,78617,,Y,Y,,,,Y,,
1071157243,270,D,20230423,M,Bennett,Brian,Lee,1400,,Metric,TRL,,,Austin,78749,,,Y,,Y,Lib,,Y,
1041815023,270,D,20150618,F,Bryant,Amanda,Paul,9161,,Convict Hill,RD,#,11B,Round Rock,78664,,Y,,,Y,Dem,Y,,
1017771449,270,D,20090220,F,Cooper,Jennifer,,6700,E,University,CT,,,Round Rock,78681,,Y,Y,,,,Y,,
1007962780,270,C,20180712,F,Mitchell,Michelle,Dean,4300,,Sunset Valley,WAY,,,Buda,78610,,,,,Y,Rep,,Y,Lib
1098115260,270,A,20211213,M,Sanchez,Jose,A,861,,Creekside,RD,,,Pflugerville,78660,,Y,Y,,,,Y,,
1031057493,271,D,20190223,M,Moore,Donald,,7141,,Wells Branch,WAY,,,Pflugerville,78660,,,,Y,Y,Dem,Y,,
1049247767,271,B,20201003,M,Perez,Wei,,7637,E,Rio Grande,AVE,STE,475,Cedar Park,78613,,Y,Y,,Y,Rep,Y,Y,Rep
1028921619,272,C,20131222,M,Gray,Michael,Jean,100,,Oak,RD,#,24A,Manor,78653,,Y,Y,,,,Y,,
1012800190,272,C,20160622,M,Wood,James,E,900,W,Ben White,PKWY,UNIT,E8,Austin,78727,,Y,,,Y,Dem,,Y,
1070955478,272,,20170213,M,Young,Paul,Lee,1290,,Rio Grande,CIR,UNIT,D7,Cedar Park,78613,,,Y,,Y,Rep,,Y,Dem
1099939789,273,D,20241119,F,Lopez,Linda,Paul,6300,,Howard,PL,,,Manor,78653,,,Y,,Y,Dem,Y,,
1005553334,273,,20170727,M,Rivera,Andrew,,644,,Sunset Valley,CIR,UNIT,A6,Cedar Park,78613,,Y,,Y,Y,Lib,Y,,
1094094756,273,,20160305,M,Torres,Henry,Ray,1717,N,Hillside,PKWY,,,Round Rock,78665,,Y,Y,,,,Y,,
1068703836,274,D,20250614,M,Clark,David,E,6282,N,McNeil,TRL,APT,A11,Leander,78641,,,,Y,Y,Dem,Y,Y,Rep
1083471326,274,D,20120926,F,Hernandez,Rebecca,Dean,610,,Ridgeline,PKWY,,,Pflugerville,78660,,,Y,Y,Y,Rep,Y,,
1017974578,274,A,20140324,F,Hill,Laura,Lee,5600,W,Maple,PKWY,STE,E2,Del Valle,78617,,Y,,,,,,,
1088192876,274,A,20080314,F,King,Angela,Marie,7218,W,Steck,AVE,,,Del Valle,78617,,Y,Y,,,,,Y,Dem
1086553382,274,C,20161225,M,Lewis,James,Kay,400,W,Airport,WAY,,,Pflugerville,78660,,,,,,,,,
1041614620,274,,20240319,F,Long,Linda,,9385,,Menchaca,AVE,#,19A,Round Rock,78681,,Y,,,,,Y,,
1048166706,274,A,20100905,M,Long,Omar,E,3139,S,Lamar,CIR,,,Cedar Park,78613,,Y,Y,,Y,Rep,,Y,Dem
1094329648,274,D,20211026,F,Murphy,Isabella,Kay,8129,W,Braker,BLVD,,,Cedar Park,78613,,,Y,Y,Y,Dem,Y,,
1000068944,274,,20120423,M,Washington,Adam,Grace,3100,,Brodie,BLVD,UNIT,81,Round Rock,78665,,Y,Y,Y,Y,Dem,Y,Y,Rep
1059185984,274,C,20221214,F,Young,Hannah,Ray,710,S,Koenig,RD,,,Buda,78610,,Y,,,Y,Dem,,Y,Dem
1086482342,275,,20120905,M,King,Carlos,,703,,Riverside,LN,,,Round Rock,78664,,Y,,Y,Y,,Y,,
1003627943,275,A,20101021,F,Price,Deborah,,3436,,Brodie,WAY,UNIT,D10,Manor,78653,,Y,,Y,Y,Lib,,,
1025999764,275,B,20210303,F,Torres,Isabella,J,6900,,Lamar,CT,,,Austin,78705,,Y,Y,Y,,,Y,Y,Dem
1094156356,276,C,20170517,M,Gomez,Samuel,M,7980,,Live Oak,DR,,,Round Rock,78681,,,,Y,,,Y,,
1003432360,276,A,20110609,F,Gonzalez,Kathleen,L,400,E,Far West,ST,,,Round Rock,78665,,Y,,,Y,Rep,,,
1052646105,276,B,20110611,M,Harris,Nathan,Marie,1700,,Rio Grande,PKWY,,,Manor,78653,,Y,,,,,Y,Y,Rep
1003987416,276,,20240428,F,Jones,Isabella,,3800,,Duval,CIR,,,Manor,78653,,,Y,Y,Y,Dem,Y,Y,
1086819465,276,,20170128,M,Peterson,Daniel,Grace,3909,E,Ridgeline,TRL,,,Manor,78653,,Y,,,,,Y,,
1097349642,276,A,20180807,M,Ward,Carlos,R,3300,,Nueces,DR,,,Buda,78610,,,,Y,,,,Y,
1033366693,276,,20190215,F,Wood,Priya,M,1870,,Ben White,TRL,UNIT,28B,Pflugerville,78660,,Y,Y,Y,,,,Y,Dem
1082346456,277,,20170405,F,Bennett,Amy,Kay,4034,N,Parmer,PL,,,Round Rock,78664,,Y,Y,,,,Y,,
1079195680,277,,20111018,M,Hernandez,Anthony,J,4493,E,Oltorf,PKWY,,,Cedar Park,78613,,,,,Y,Rep,,,
1025012276,277,D,20180618,F,Martinez,Kathleen,E,9030,E,Speedway,CIR,,,Leander,78641,,,Y,Y,Y,Dem,Y,Y,Rep
1067550761,277,C,20161227,M,Okafor,Jose,Ann,2100,S,Cameron,WAY,#,A6,Manor,78653,,Y,,,Y,,Y,,
1016204124,277,D,20160121,F,Ramirez,Mei,Ann,2887,N,McNeil,PL,UNIT,461,Leander,78645,S,Y,Y,,Y,Rep,Y,,
1012437770,277,,20200719,M,Washington,Joseph,L,3800,,Far West,TRL,UNIT,B4,Buda,78610,,Y,,,,,Y,,
1016801271,278,,20140325,F,Adams,Jessica,R,4494,,Oak,WAY,STE,23A,Pflugerville,78660,,,,Y,,,,Y,Dem
1076758150,278,D,20131118,F,Cruz,Fatima,Ray,5100,N,McNeil,CIR,,,Austin,78749,,Y,,Y,,,Y,,
1067276779,278,B,20221128,M,Lee,Steven,Rose,9700,S,Lamar,ST,APT,442,Leander,78641,,,Y,Y,,,Y,Y,Dem
1015766467,278,A,20220623,M,Nelson,David,,6744,N,Nueces,TRL,,,Manor,78653,,Y,Y,,,,,Y,Lib
1018890008,279,,20230718,F,Baker,Grace,M,9600,E,Lakeview,PL,UNIT,B5,Del Valle,78617,,,,,Y,,,Y,
1041523625,279,,20160806,F,Price,Ashley,Ann,7000,N,Lamar,LN,,,Leander,78641,,,Y,,,,Y,Y,Lib
1098187313,279,A,20230110,F,Rivera,Emily,Kay,4376,,Sycamore,WAY,APT,8A,Buda,78610,,Y,,Y,,,,,
1093330684,279,B,20150506,M,Watson,David,Kay,600,,Wells Branch,CT,,,Leander,78641,,,,Y,,,,,
1089719016,279,,20140928,F,Wright,Patricia,Ann,6600,,San Jacinto,TRL,,,Pflugerville,78660,,,,Y,,,,Y,Rep
1078842466,280,B,20160704,M,Bryant,William,R,8001,E,Parmer,CT,,,Buda,78610,,,,Y,Y,Rep,Y,Y,
1099012517,280,B,20190117,F,Cooper,Fatima,Jean,3110,S,Guadalupe,ST,,,Leander,78641,,Y,,Y,,,Y,Y,Rep
1002886981,280,B,20240824,M,Griffin,Carlos,J,3400,,Slaughter,DR,,,Manor,78653,,,Y,Y,,,,Y,Rep
1033237969,281,,20200620,F,Carter,Karen,A,9171,,Menchaca,RD,,,Manor,78653,,,Y,,Y,,Y,Y,
1044055718,281,B,20250819,F,Hayes,Linda,Lee,8477,,Ridgeline,CIR,,,Manor,78653,,Y,,Y,,,Y,,
1097937602,281,C,20180924,F,Jenkins,Rebecca,Paul,9400,,Elm,BLVD,,,Del Valle,78617,,Y,,,Y,Dem,,,
1071109387,281,B,20150325,M,Sanchez,Joshua,,1431,,Brodie,WAY,UNIT,37A,Cedar Park,78613,,Y,,Y,,,Y,Y,Rep
1038966699,281,C,20251127,F,Wilson,Margaret,Jean,1898,N,Sycamore,PL,,,Del Valle,78617,,,Y,Y,Y,Rep,Y,,
1086977172,282,A,20200714,M,Bryant,Joshua,Jean,3800,W,McNeil,DR,APT,B12,Pflugerville,78660,,Y,,Y,Y,Rep,,,
1070658979,282,D,20150614,M,Foster,Joseph,Kay,6653,N,Convict Hill,WAY,UNIT,36A,Leander,78645,,,Y,Y,,,Y,,
1080223829,282,A,20230720,M,Kelly,Patrick,A,612,,William Cannon,LN,,,Austin,78717,,,Y,,,,,Y,Dem
1054861795,282,D,20080227,M,Lee,Thomas,Paul,9984,S,Jollyville,TRL,,,Cedar Park,78613,,Y,Y,Y,,,,Y,
1088239282,282,C,20151109,F,Rivera,Amy,Jean,5700,E,William Cannon,CIR,,,Manor,78653,,,,Y,Y,Dem,,Y,Lib
1088893773,283,D,20130123,M,Barnes,Jose,L,8148,,Speedway,PKWY,STE,B9,Round Rock,78664,,,,,,,,Y,Dem
1034184978,283,D,20190507,M,Coleman,Donald,A,4642,,Wells Branch,CIR,#,D1,Cedar Park,78613,,,Y,Y,Y,,Y,Y,Rep
1040924067,283,D,20190519,F,Murphy,Emily,Dean,9727,,Menchaca,PL,,,Buda,78610,,Y,Y,Y,Y,Rep,Y,Y,
1002508536,283,D,20150627,F,Murphy,Karen,,7100,N,Palmer,WAY,,,Buda,78610,,Y,Y,,Y,,Y,,
1078975495,283,B,20090727,M,Ramirez,Robert,A,8200,,Jollyville,WAY,STE,126,Pflugerville,78660,,Y,Y,Y,,,,Y,Rep
1080150037,284,D,20221018,F,Clark,Patricia,Ray,1000,S,Barton Springs,BLVD,UNIT,7B,Pflugerville,78660,,,,Y,Y,Dem,Y,,
1012385382,284,B,20230910,M,Hayes,Patrick,Marie,3489,N,Sunset Valley,ST,,,Leander,78641,,,,,,,Y,Y,
1046515612,284,A,20131222,M,Hill,Eric,Ann,300,,Speedway,DR,,,Round Rock,78664,,,Y,,,,,,
1046082511,284,,20111017,F,Powell,Carmen,L,710,N,Rio Grande,CIR,,,Round Rock,78664,,,Y,,Y,Rep,Y,,
1047814841,285,C,20150314,F,Carter,Stephanie,,8400,N,Sycamore,ST,,,Manor,78653,,,Y,Y,,,Y,Y,Lib
1067691875,285,C,20160805,M,Kim,James,J,3568,,San Jacinto,WAY,,,Round Rock,78681,S,Y,Y,,,,Y,Y,Rep
1091180223,285,B,20250603,M,Lewis,Adam,Rose,700,,Anderson,AVE,,,Del Valle,78617,,,Y,Y,,,,,
1053726315,285,A,20090623,M,Murphy,Kevin,E,1004,,Wells Branch,BLVD,,,Buda,78610,,Y,Y,Y,Y,Lib,,Y,Lib
1081946864,285,D,20240916,M,Peterson,Daniel,Marie,3100,N,Meadow,TRL,APT,E10,Buda,78610,,Y,,Y,Y,Rep,Y,,
1087317262,285,A,20221225,F,Sanchez,Fatima,Lee,1138,W,Koenig,DR,,,Del Valle,78617,,Y,,,Y,Dem,Y,Y,
1061613508,285,D,20151226,M,Scott,Raymond,Grace,8600,S,Red River,ST,,,Cedar Park,78613,,,Y,Y,Y,Rep,Y,Y,Dem
1026195485,285,,20210615,F,Tran,Mei,Ann,5800,S,Oltorf,DR,APT,E4,Cedar Park,78613,,Y,Y,Y,,,Y,,
1037359599,286,D,20150213,F,Carter,Isabella,Ann,9600,S,Menchaca,CIR,,,Buda,78610,,,Y,Y,Y,Dem,Y,,
1081008056,286,,20220222,M,Cruz,Henry,Ann,8111,N,Cedar,TRL,#,E9,Del Valle,78617,,Y,,,Y,Dem,,,
1032126449,286,A,20181211,M,Griffin,Aaron,Dean,4990,,Howard,WAY,APT,39B,Del Valle,78617,,,Y,,,,Y,,
1072378459,286,,20230826,M,Moore,William,Ann,6500,E,Ben White,TRL,,,Manor,78653,,,Y,Y,,,,,
1028768050,286,D,20121011,M,Rodriguez,John,Ann,2262,,Guadalupe,TRL,,,Austin,78753,,Y,Y,Y,Y,Rep,Y,Y,Dem
1078233112,286,C,20190415,M,Russell,Christopher,Lee,7600,S,Gattis School,AVE,,,Round Rock,78665,,Y,,,Y,,,,
1093472907,287,C,20190622,M,King,Christopher,,7456,W,Ben White,TRL,,,Del Valle,78617,,Y,Y,,,,,Y,Dem
1074703146,287,D,20181227,M,Miller,Thomas,Kay,3600,E,Parmer,CT,,,Leander,78641,S,,Y,,,,Y,,
1033075294,287,D,20140827,F,Moore,Isabella,A,6816,N,Pecan,CIR,,,Del Valle,78617,,,,,,,Y,Y,Lib
1053438687,288,A,20130111,M,Bryant,Raymond,Kay,7600,N,Guadalupe,DR,STE,A3,Round Rock,78681,,Y,,Y,Y,Rep,Y,Y,Dem
1077775909,288,,20120210,M,Jackson,Joseph,J,8800,W,Elm,BLVD,,,Buda,78610,,Y,,,Y,Rep,,,
1062565485,288,C,20190805,F,Kelly,Stephanie,Rose,3337,E,Oltorf,CT,,,Buda,78610,,Y,,,Y,Rep,Y,Y,Lib
1033634286,288,C,20180115,M,Perez,James,Ann,9291,W,Rio Grande,ST,,,Leander,78641,,,Y,Y,Y,Rep,Y,Y,Rep
1052682376,288,D,20191112,M,Williams,Ethan,J,3700,,Creekside,AVE,,,Del Valle,78617,,Y,Y,Y,,,Y,,
1058376717,289,C,20150116,F,Coleman,Jessica,A,2116,E,Meadow,ST,,,Leander,78645,,Y,Y,Y,Y,Rep,,Y,Dem
1022228885,289,D,20110320,M,Henderson,Charles,J,5353,S,Parmer,CT,,,Pflugerville,78660,,Y,,Y,Y,Rep,,,
1070349370,289,C,20201003,M,Hughes,Joseph,,4847,,Hillside,BLVD,APT,86,Pflugerville,78660,,,Y,Y,,,Y,,
1060440033,289,,20180801,F,Rodriguez,Emily,,8500,N,Magnolia,LN,,,Austin,78723,,,Y,,Y,,Y,Y,Rep
1045706766,290,D,20190109,M,Barnes,Robert,Ann,4500,N,Escarpment,WAY,,,Leander,78641,,Y,Y,Y,,,,,
1062793085,290,,20170307,F,Flores,Laura,,4300,S,Rio Grande,BLVD,APT,470,Cedar Park,78613,,,Y,,,,Y,Y,
1075945521,290,C,20090905,M,Hall,Kevin,Marie,7657,,McNeil,AVE,#,D1,Leander,78645,,Y,,Y,Y,Lib,Y,,
1057475124,290,C,20240208,M,Murphy,Donald,Ray,6000,,Lakeview,ST,UNIT,94,Round Rock,78664,,Y,,,Y,Rep,Y,Y,
1047116466,290,B,20130926,M,Young,Henry,Ann,7017,,Howard,AVE,,,Del Valle,78617,,Y,,Y,,,Y,,
1046540471,290,,20140402,F,Young,Mei,,4354,,Lakeview,WAY,,,Pflugerville,78660,,,Y,Y,Y,Dem,,,
1048228509,291,A,20201026,F,Bailey,Michelle,Paul,9174,E,Pecan,ST,,,Pflugerville,78660,,,,Y,Y,Rep,,,
1019023961,291,C,20240611,M,Cooper,Christopher,Jean,3168,,Escarpment,TRL,,,Buda,78610,,,Y,Y,Y,Dem,Y,Y,Dem
1015210798,291,C,20140114,M,Davis,Miguel,E,3800,,Oltorf,WAY,,,Cedar Park,78613,,Y,,,Y,Rep,,Y,Dem
1012412571,291,A,20100323,F,Diaz,Grace,L,4461,,Gattis School,CT,UNIT,333,Manor,78653,,Y,Y,,,,Y,,
1039001296,291,A,20250409,M,Gray,Michael,J,3300,N,Pecan,PL,,,Austin,78705,,,Y,,,,,,
1094307587,291,,20250420,M,Ross,Donald,Kay,3000,W,Guadalupe,CIR,,,Del Valle,78617,,Y,,Y,,,,Y,Rep
1064451798,291,,20230808,M,Taylor,Paul,,2214,E,Balcones,LN,,,Leander,78645,,,,Y,Y,,,,
1042044087,291,B,20221227,M,Torres,David,Ann,1700,,Meadow,WAY,STE,18B,Buda,78610,,Y,,Y,Y,Dem,,,
1095390354,292,B,20170920,M,Cooper,Kevin,Grace,5934,E,Rio Grande,AVE,,,Cedar Park,78613,,Y,,Y,Y,Lib,,,
